Names,URLs,Prices,Ratings,ASIN
Gear Superior 16L Water Resistant School Bag//Backpack/College Bag for Men/Women-Black Grey  ,https://www.amazon.in//Gear-Superior-Casual-Backpack-BKPSPRIOR0004/dp/B08GY328RG/ref=sr_1_308?keywords=bags&qid=1692735752&sr=8-308,₹359,3.9,B08GY328RG
CARLO POLO Cameron Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:34x18x48 Cms; Compatible with 15.6 inch laptop 30 L)  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzg5ODg1MjQ5MzgxNTk4OjE2OTI3MzU3NTI6c3BfYnRmOjMwMDAwNjc3ODczMjUzMjo6MDo6&url=%2FCARLO-POLO-Cameron-Waterproof-Dimensions%2Fdp%2FB0BNZDVN6C%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dbags%26qid%3D1692735752%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,399",5.0,B0BNZDVN6C
"XForce Plaza Bangtan Boys KPOP Casual Backpack,USB and Audio Cable Interface Breakers Suitable for Students Laptop Backpack  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzg5ODg1MjQ5MzgxNTk4OjE2OTI3MzU3NTI6c3BfYnRmOjIwMDkwNjY0ODg2MDk4OjowOjo&url=%2FXForce-Plaza-Backpack-Interface-Breakers%2Fdp%2FB0BKWX4NMD%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dbags%26qid%3D1692735752%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,299",3.9,B0BKWX4NMD
Martucci 16 inch 36L Casual Waterproof Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0MTgzNTYxNzcwNzc2NTk4OjE2OTI3MzU3NjU6c3BfYXRmX25leHQ6MjAwNjMzNjA1NjU2OTg6OjA6Og&url=%2FMartucci-Waterproof-Backpack-College-Business%2Fdp%2FB0B1HM2ZGX%2Fref%3Dsr_1_305_sspa%3Fkeywords%3Dbags%26qid%3D1692735765%26sr%3D8-305-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹599,3.8,B0B1HM2ZGX
Medium 35L Backpack Laptop Backpack UNISEX LIGHTWEIGHT BACKPACK FOR COLLEGE & OFFICE  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0MTgzNTYxNzcwNzc2NTk4OjE2OTI3MzU3NjU6c3BfYXRmX25leHQ6MjAxMjk1ODY4NjQyOTg6OjA6Og&url=%2FMedium-Backpack-LIGHTWEIGHT-BACKPACK-COLLEGE%2Fdp%2FB09YM657NK%2Fref%3Dsr_1_306_sspa%3Fkeywords%3Dbags%26qid%3D1692735765%26sr%3D8-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹499,4.4,B09YM657NK
Vanguard Alta Fly 58T Trolley Camera Bag (Black)  ,https://www.amazon.in//Vanguard-Alta-Trolley-Camera-Black/dp/B07C3CRFNT/ref=sr_1_307?keywords=bags&qid=1692735765&sr=8-307,"₹21,990",4.6,B07C3CRFNT
"STRABO Defender Laptop Bag, Light weight & Water resistant - Unisex Bag  ",https://www.amazon.in//STRABO-Defender-Laptop-weight-resistant/dp/B0C9HB5SYN/ref=sr_1_308?keywords=bags&qid=1692735765&sr=8-308,₹999,4.8,B0C9HB5SYN
Elegant 16 inch 28 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0MTgzNTYxNzcwNzc2NTk4OjE2OTI3MzU3NjU6c3BfbXRmOjMwMDAxNjE3ODk4MjUzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GWK9HR%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dbags%26qid%3D1692735765%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹899,4.0,B0C4GWK9HR
"Capriff Men's 35 L Casual Waterproof Laptop Backpack with Rain Cover & Adjustable Strap with 2 Compartment, Teal  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0MTgzNTYxNzcwNzc2NTk4OjE2OTI3MzU3NjU6c3BfbXRmOjMwMDAzNzQ0MDU2OTEzMjo6MDo6&url=%2FCapriff-Waterproof-Backpack-Adjustable-Compartment%2Fdp%2FB09YRT2F7Q%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dbags%26qid%3D1692735765%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹699,3.8,B09YRT2F7Q
"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0MTgzNTYxNzcwNzc2NTk4OjE2OTI3MzU3NjU6c3BfYnRmOjIwMTA1NDUxODUxNDk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR179L65%2Fref%3Dsr_1_311_sspa%3Fkeywords%3Dbags%26qid%3D1692735765%26sr%3D8-311-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,900",4.5,B0BR179L65
"BLUFIN Unisex Laptop Backpack (Large, 45 L, Grey)  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0MTgzNTYxNzcwNzc2NTk4OjE2OTI3MzU3NjU6c3BfYnRmOjIwMTI5NTg2ODY1Mjk4OjowOjo&url=%2FBLUFIN-Unisex-Laptop-Backpack-Large%2Fdp%2FB09TRZ9CL2%2Fref%3Dsr_1_312_sspa%3Fkeywords%3Dbags%26qid%3D1692735765%26sr%3D8-312-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,₹699,3.7,B09TRZ9CL2
